Date,Time,Location,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,Lat,Lng,Country
6/21/1996,17:04,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),,Dalian - Shanghai,Harbin Yunshuji Y-12-II,B-3822,1,12,9,3,2,1,1,0,The aircraft crashed into a mountain after deviating off course during a landing attempt.,31.2252985,121.4890497, China
7/6/1996,15:42,"Pensacola, Florida",Delta Air Lines,1288,Pensacola - Atlanta,McDonnell Douglas MD-88,N927DA,49714/1524,142,137,5,2,2,0,0,Fan disk separation in the left engine. Pieces of the engine penetrated the passenger cabin killing two passengers. The fan hub for the left engine was found to be fractured and went undetected at time of manufacture. The crack should have been detectable during inspection but was missed.,30.421309,-87.2169149, United States of America
7/9/1996,16:30,"Papua, New Guinea",Milne Bay Air,,Bosavi - Mendi,de Havilland Canada DHC-6 Twin Otter 300,P2-MBB,290,20,19,1,20,19,1,0,"Just after beginning its final approach, the aircraft crashed into the side of a  mountain at about 9,200 feet in rain and poor visibility.",-5.52259885,142.087117627033, Papua New Guinea
7/11/1996,9:00,"Near Kanda, India",Archana Airlines,,Delhi - Shimla - Kulu,Let 410,VT-ETC,942703,9,6,3,9,6,3,0,The aircraft flew into a Bandi Hill while descending inbound to Kulu in heavy fog.,29.82651,79.87885, India
7/15/1996,18:00,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,,"Villafranca, Italy - Eindhoven AB",Lockheed C-130H,CH-06,4473,41,37,4,34,30,4,0,"Crashed and burned while attempting to land at Eindhoven Air Base. The aircraft collided with a large flock of lapwings and starlings, causing failure of the No. 1, 2, and 3 engines after which the port wing hit the ground and the plane exploded in flames. Aboard were members of a  Dutch Army Band returning from Italy.",51.44855695,5.45012252185714, The Netherlands
7/17/1996,16:35,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),,Holvox Island - Playa del Carmen,de Havilland Canada DHC-6 Twin Otter 300,XA-TCF,734,18,16,2,1,1,0,0,Crashed 150 ft. short of the runway.,20.628223,-87.075658, Mexico
7/17/1996,20:31,"Off East Moriches, New York",Trans World Airlines,800,New York City - Paris,Boeing B-747-131,N93119,20083/153,230,212,18,230,212,18,0,"While on a flight from New York to Paris, France, the aircraft exploded at  FL 130, broke up and crashed into the Atlantic Ocean off Long Island, N.Y. The NTSB determined that the probable cause of the accident was an explosion of the center wing fuel tank resulting from ignition of the flammable fuel/air mixture in the tank. The source of ignition energy for the explosion could not be determined with certainty but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the center wing tank that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.  To say that numerous government agencies acted strangely and suspiciously would be an understatement.  A great deal of evidence was either suppressed or ignored. Rumors persist that the plane was brought down by a missile, either by the Navy conducting exercises in the area or by terrorists.",40.8050989,-72.7609336, United States
7/20/1996,15:15,"Russian Mission, Alaska",Northern Air Cargo,33,Emmonak - Aniak,Douglas DC-6A,N313RS,44663/630,4,1,3,4,1,3,0,"Soon after takeoff, the No. 3 engine caught fire in the cargo plane. The pilot tried to return to the airport for an emergency landing but the right wing seperated and the plane crashed. Fatigue failure of the master connecting rod, which originated from corrosion pitting, subsequently compromised the engine crankcase, and resulted in a fire; and failure of the flight crew to follow emergency procedures by pulling the fire handle before feathering the propeller, which diminished the effectiveness of the fire suppression system.",61.785,-161.3202778, United States
7/24/1996,,"Near Mergui, Manmar",Myanmar Airways,,Rangoon - Mergui,Fokker F-27 Friendship 600,XY-AET,10433,49,44,5,8,8,0,0,"A straight-in visual approach to Mergui was being attempted when the aircraft entered a squall line of heavy rain. The aircraft then started to lose height quickly, undershot the runway by 800ft. And crashed into a ravine.",12.4319552,98.5955711, Myanmar
8/12/1996,13:47,"Markham Bay, Canada",First Air,64,Iqaluit - Markham Bay,de Havilland Canada DHC-6 Twin Otter 300,C-GNDN,427,2,0,2,2,0,2,0,"After touching down, the cargo plane bounced twice and continued to the end of the runway, became airborne but crashed terrain. For unknown reasons, a decision was made to overshoot even though insufficient runway remained for acceleration, take-off, and climb. Likely contributing directly to the decision to overshoot was the difficulty in controlling the aircraft on touchdown.",43.854336,-79.326782, Canada
8/14/1996,,"Near Bronson Creek, British Columbia, Canada",Air North,,Bronson Creek - Wrangell,Douglas DC-4,C-FGNI,10389/120,3,0,3,1,0,1,0,"After taking off the  No. 2 engine of the cargo plane caught on fire. The pilot tried to land the plane in a river bed. The number 2 engine separated from the aircraft as a result of an intense fire in the wing. The loss of the engine rendered the aircraft uncontrollable, and the pilots were forced to land in the river.",49.0546531,-122.3213445, Canada
8/17/1996,23:48,"Near Jackson Hole, Wyoming",Military - U.S. Air Force,,"Jackson Hole, WY - New York, NY",Lockheed C-130H Hercules,74-1662,4597,9,1,8,9,1,8,0,The plane struck a mountain. Failure of the crew to monitor the aircraft's position and flight path relative to high terrain surrounding Jackson Hole Airport.,43.684103,-110.443624834453, United States of America
8/18/1996,19:50," Near Alliford Bay, British Columbia, Canada2",Harbour Air,,Tasu - Alliford,de Havilland Canada DHC-3 Turbo Otter,C-GCMY,32,3,2,1,3,2,1,0,"While en route, flew into the side of a mountain. The pilot probably made a navigational error because of restricted visibility in fog and light drizzle and entered the wrong valley, and he delayed his decision to reverse course until he was unable to avoid the weather.",,,
8/19/1996,3:16,"Belgrade, Yugosalvia",Spair Air Transport,,Belgrade - Malta,Ilyushin IL-76T,RA-76513,83414451,12,2,10,12,2,10,0,"After taking off from Belgrade, the plane experienced electrical problems and returned to the airport. After dumping fuel and circling for 3 hours, the plane crashed into a corn field 800m short of the runway.",,,
8/29/1996,10:22,"Near Longyearbyen, Norway",Vnokovo Airlines,2801,Moscow - Svalbard,Tupolev TU-154M,RA-85621,86A-742,141,129,12,141,129,12,0,"The aircraft crashed 7 nm short of the runway into Operafjellet Mountain at an altitude of 2,900 ft. while attempting to land in poor weather. The crew did not use the usual approach which includes a turn over the ocean, but rather took a route that led through a narrow valley. Inadequate planning, unsatisfactory crew resource management and monitoring, not discontinuing the approach when procedural uncertainties existed and limited knowledge of the operating language and the actual airspace. The passengers were mainly Russian coal miners headed for a Russian mine on one of the Norwegian islands.",78.2231558,15.6463656, Norway
9/25/1996,16:37,"Waddenzee, Netherlands",Dutch Dakota Association,,Texel - Amsterdam,Douglas DC-3C,PH-DDA,19109,32,26,6,32,26,6,0,"Shortly after takeoff from Texel, a connecting rod bearing in the No.1 engine failed. The prop was feathered.  Soon after, a part of the feathering mechanism failed and the prop started windmilling causing drag. The aircraft rapidly descended and crashed onto a mud-flat. The accident was initiated by a combined failure of the left engine and the left feathering system. The accident became inevitable when the flight crew allowed the speed to decrease below stall speed and lost control of the aircraft at an altitude from which recovery was not possible.",52.0413538,4.3769182, The Netherlands
10/2/1996,1:16,"Off Pasamayo, Peru",Aeroperu,603,Lima - Santiago,Boeing B-757-200,N52AW,25489/505,70,61,9,70,61,9,0,"The aircraft crashed into the ocean 28 minutes after taking off from Lima, Peru. Pieces of adhesive tape were found covering the static ports, placed there by personnel during aircraft maintenance and cleaning, causing the malfunction of the airspeed indicators and altimeters. The crew was not able to correctly determine their altitude and airspeed and with no ground reference over water and at night, crashed into the sea. An employee did not remove the adhesive tape from the static ports, nor was it detected by any number of people, including the captain, during the preflight inspection. A maintenance worker was tried and convicted of negligent homicide for failing to remove the adhesive tape and received 2 years in jail.",-11.6063057,-77.2178042, Peru
10/3/1996,,"Kahemba, Congo",Malu Aviation,,,de Havilland Canada DHC-6 Twin Otter 200,9Q-CXK,74,21,19,2,6,4,2,0,Crashed on take off.,,,
10/6/1996,,"Lukapa, Angola",Savanair,,,Antonov 12B,RA-11101,1347703,19,13,6,6,5,1,0,While attempting to land the landing lights malfunctioned causing the cargo plane to veer off the runway and crash into a house.,-8.4195244,20.7410918, Angola
10/8/1996,10:50,"San Francesco al Campo, Italy",Aeroflot,9981,"Moscow - Turin, Italy",Antonov An-124,RA-82069,9.77305E+12,23,0,23,2,0,2,2,"The cargo plane struck trees and a house while making a second attempt to land. Poor communication and lack of training for the crew. Poor planning approach, the decision to leave late in the second round.  Structural deficiencies in engine control.",45.2264672,7.6571645, Italy
10/22/1996,22:41,"Manta, Ecuador",Million Air,,Manta - Miami,Boeing B-707-323C,N751MA,19582/639,4,0,4,4,0,4,30,"The cargo plane, carrying flowers and frozen fish crashed into the Dolorosa district, bursting into flames shortly after taking off. One engine caught fire during the climb-out.",-1.0321775,-80.8222166660983, Ecuador
10/26/1996,20:45,"Khanty, Russia",Tyumen Aviatrans,,Tyumen - Khanty,Yakovlev YAK-40,RA-88527,9711252,34,30,4,5,3,2,0,"In a heavy snowstorm, the aircraft landed short and right of the runway striking three Mil Mi-8 helicopters and bursting into flames.",61.0259025,69.0982628, Russia
10/31/1996,8:27,"Sao Paolo, Brazil",TAM (Brazil),402,Sao Paulo - Rio de Janiero,Fokker 100,PT-MRK,11440,95,89,6,95,89,6,3,The aircraft crashed shortly after takeoff into a residential area striking a building. Uncommanded deployment of the thrust reverser on the right engine caused the plane to roll right and lose control.,-23.5506507,-46.6333824, Brazil
11/1/1996,8:10,"Near Tikal, Guatemala",Transported Areos Profesionales - TAPSA,,Guatemala City - Flores,Embraer 110P1 Bandeirante,TG-TPA,110313,16,14,2,16,14,2,0,"The plane crashed into a mountain 1 hour after take off, at an altitude of 900 ft., in strong winds, while on approach to Santa Elena.",17.2209711,-89.6221790399242, Guatemala
11/7/1996,17:00,"Lagos, Nigeria",Aviation Development Corporation,86,Port Harcourt - Lagos,Boeing B-727-231,5N-BBF,20054/718,143,134,9,143,134,9,0,The plane crashed mid-way along its scheduled 50 minute route. The aircraft went into a roll and lost control after taking evasive action to avoid another aircraft. The plane was flying almost at the speed of sound when it crashed and disintegrated. ATC error. The controller thought he had cleared to aircraft to FL100 but the aircraft was still flying at FL240.,6.4550575,3.3941795, Nigeria
11/7/1996,9:29,"Aubusson, France",Jetcom S.A.,,Geneva - Bordeaux,Cessna 421C Golden Eagle,HB-LRX,421C02172,8,7,1,8,7,1,0,"The pilot reported that an engine failed just as he started to descend for a landing. He later informed ATC he could not feather the propeller. The  aircraft subsequently crashed and burned in a field.  The accident was due to inappropriate management of the flight following jamming of the propeller in an intermediate position after the right engine crankshaft ruptured. The inappropriate management was due to the pilotâ€™s relative lack of experience on this aircraft type, his false notions about the aircraftâ€™s performance and about the existence of a flight level to maintain level flight with an unfeathered propeller and an heavy aircraft and a series of misjudged strategies to attempt to continue the flight then to land at Limoges when the aircraftâ€™s altitude no longer made this possible.",45.9546896,2.1672725, France
11/12/1996,18:40,"Near Charkhi Dadri, India",Saudi Arabian Airlines / Kazakhstan Airlines,763/1907,New Delhi - Dhahran / Chimkent - New Delhi,Boeing B-747-168B / Ilyushin IL-76TD,HZ-AIH/UN-76435,22748/555/1023413428,349,316,33,349,316,33,0,"Midair collision 17 km W of New Delhi.  The Saudi 747 had just taken off from New Delhi airport ascending to 14,000 feet while the Il-76 was descending. Three hundred twelve aboard the B-747 and thirty-seven aboard the Il-76 were killed. The Il-76 descended below its assigned altitude. The death toll was reduced from 351 to 349 after Kazakstan Airlines reported 37 aboard rather than 39. Neither aircraft was equipped with an Airborne Collision Avoidance System. The 747 had taken off from Delhi and had been cleared to climb to FL140.  Meanwhile, the IL76, which was inbound to Delhi on the same airway, had been cleared to descend to FL150. However, due to a misunderstanding, the pilot and most of the cockpit crew of the IL76 believed the flight had been cleared to continue down to FL140. The Indian accident report attributed the failure of most of the IL76 crew to correctly understand the situation due to their lack of a working knowledge of English. Also contributing to the crew's decision to continue the descent below their clearance limit were poor cockpit resource management, a lack of leadership by the captain, a lack of co-ordination between the crew and a general casual attitude to the conduct of the flight.",28.5919933,76.2719817, India
11/14/1996,13:02,"BolchaÃ¯a Pyssa, Russia",Komi Avia,,Most Pyssa - Koslan,Antonov AN-2,RA-40309,1G221-39,15,13,2,14,13,1,0,Lost altitude and crashed while en route in poor weather. Stall of the left wing due to icing.,,,
11/19/1996,17:01,"Quincy, Illinois",United Express  / Private,5925,"Burlington, IA - Quincy, IA",Beechcraft 1900-C / Beech King Air A90,N87GL / N1127D,UC-87 /,14,10,4,14,10,4,0,"While landing on Runway 13 at Baldwin Field, the United Express collided with the King Air which was taking off on Runway 4. The collision took place where the two runways intersect. Both planes caught fire and rescuers were unable to open the door to the Beech 1900-C because of impact damage. All twelve aboard the United Express and the two pilots aboard the King Air were killed. King Air pilots' failure to use proper communications and ""see-and-avoid"" procedures at an uncontrolled airport. Involvement of a third aircraft that transmitted unnecessary and inappropriate messages.",39.9356016,-91.4098727, United States
11/22/1996,19:30,"Off Cape Mendocino, CA",Military - U.S. Air Force,,"San Diego, CA - Portland, OR",Lockheed HC-130P Hercules,64-14856,4072,11,0,11,10,0,10,0,"Crashed 60 miles west of Cape Mendocino in the Pacific Ocean. The crew reported losing an engine, followed by complete electrical failure.",,,
11/23/1996,15:15,"Off Mitsamiouli, Comoros",Ethiopian Airlines,961,Addis Ababa - Nairobi,Boeing B-767-260ER,ET-AIZ,23916/187,175,163,12,127,117,10,0,"The aircraft was hijacked shortly after taking off from Ethiopia by three drunken escaped prisoners. They demanded to be flown to Australia, but wouldn't let the pilot stop to refuel. The plane eventually ran out of fuel and ditched 500 feet offshore of Le Galawa Beach on the island of Grand Comoros. When it was aparent the plane was out of fuel, the hijackers fought the pilot for control of the aircraft. In the last seconds aloft, the left wing tip struck the water and the plane crashed into the sea flipping at least once before breaking into several  parts. The water was shallow but many passengers had inflated their safety vests which prevented them from swimming out from under the cabin and they drowned.",-11.3888547,43.2930126, Comoros
11/27/1996,11:54,"Abakan, Siberia, Russia",Military - Russian Air Force,,Abakan - Petropavlosk - Kamchatsky,Ilyushin IL-76MD,RA-76804,93492278,23,19,4,23,19,4,0,The aircraft crashed shortly after takeoff. Overloaded.,53.71529,91.438873, Russia
11/30/1996,10:33,"Medellin, Colombia",ACES Colombia,148,Medellin - Bahia Solano,de Havilland Canada DHC-6 Twin Otter 300,HK-2602,746,15,13,2,14,12,2,0,The aircraft crashed into a mountain 5 minutes after takeoff. The plane stalled while trying to clear a mountain.  Overloaded.,6.2443382,-75.573553, Colombia
12/7/1996,15:23,"Banjarmasin, Indonesia",Dirgantara Air Services,,Banjarmasin - Sampit,CASA 212 Aviocar 100,PK-VSO,152/26N,17,15,2,16,14,2,2,"After experiencing a No.2 engine fire and while attempting to return to the airport, the aircraft's wing struck a building short of the runway.",-3.3187496,114.5925828, Indonesia
12/9/1996,18:03,"Boise, Idaho",Emery Worldwide,,Boise - Salt Lake City,Douglas C-47A,N75142,9173,2,0,2,2,0,2,0,"Shortly after takeoff  the crew reported they had the right engine on fire. They attempted to return for an emergency landing but the cargo plane crashed right wing low, cartwheeled and burst into flames short of the runway. A fire within the right engine compartment of undetermined cause and the pilot-in-command's failure to maintain airspeed above the aircraft's minimum control speed. A factor contributing to the accident was the dark night environmental conditions",43.6166163,-116.200886, United States of America
12/17/1996,,"Tver, Russia",Military - Russian Air Force,,St. Petersburg - Krasnodar,Antonov AN-12,,,18,11,7,18,11,7,0,Crashed 8km from the airfield after taking off in strong winds and heavy snow.,56.858675,35.9208284, Russia
12/21/1996,22:32,"Rio Negro, Colombia",SELVA,,Bogota - Medellin,Antonov An-32B,HK-4008X,3402,4,1,3,4,1,3,0,The cargo plane crashed short of the runway while attempting to land.,6.1474441,-75.4031312, Colombia
12/22/1996,18:10,"Narrows, Virginia",Airborne Express,827,Test flight,McDonnell Douglas DC-8-63F,N827AX,45901/293,6,3,3,6,3,3,0,"The cargo plane struck mountainous terrain after experiencing a stall during tests. The inappropriate control inputs applied by the flying pilot during a stall recovery attempt, the failure of the non-flying pilot-in-command to recognize, address and correct these inappropriate control inputs, and the failure of Airborne Express to establish a formal, functional evaluation flight program that included adequate program guidelines, requirements and pilot training for performance of these flights. Contributing to the cause of the accident were the inoperative stick shaker stall warning system and Airborne Express DC-8 flight training simulator's inadequate fidelity in reproducing the airplane's stall characteristics.",37.3315103,-80.8111867, United States
12/24/1996,10:05,"Dorchester, New Hampshire",Aircraft Charter Group Inc,,"Bridgeport, CT - Lebanon, NH",Learjet 35A,N388LS,35-388,2,0,2,2,0,2,0,"The cargo plane was on a positioning flight when it struck rising terrain while making an approach to land. The captain's failure to maintain situational awareness, which resulted in the airplane being outside the confines of the instrument approach; and the crew's misinterpretation of a step-down fix passage, which resulted in an early descent into rising terrain. Factors included the captain's misreading of the instrument approach procedure, the crew's rushed and incomplete instrument approach briefing, their failure to use additional, available navigational aids, and their failure to account for the winds at altitude.",43.757209,-71.948776, United States
12/24/1996,15:00,"Near Nellore, India",Military - Indian Air Force,,Tanbaram AFB - Hyderabad,Hindustan Aeronautics 748-2,H1032,528,22,17,5,22,17,5,0,Crashed while en route after the pilot reported an engine fire. Undetected cracks in the engine not detected during routine maintenance.,14.4493717,79.9873763, India
1/7/1997,11:00,"Near Moamoa, Samoa",Polynesian Airlines,211,Pago Pago - FagaliI,de Havilland Canada DHC-6 Twin Otter 300,5W-FAU,678,5,3,2,3,2,1,0,Crashed onto a mountin in high winds and rain after being diverted from another airport.,-13.8669858,-171.792414, Samoa
1/9/1997,15:54,"Near Monroe, Michigan",Comair,3272,Cincinnati - Detroit,Embraer 120RT Brasilia,N265CA,120257,29,26,3,29,26,3,0,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions. In addition, Embraer's manual for the aircraft specified correctly that the deicing boots should be activated as soon as icing occured.  But the pilots were trained by Comair's manual, which specified waiting until ice was about 1/2 inch thick.",41.9153358,-83.5135665, United States of America
1/29/1997,23:10,"Sparrevohn, Alaska",Southcentral Air,,St. Marys - Kenai,de Havilland Canada DHC-4A Caribou,N702SC,126,2,0,2,1,0,1,0,"While en rote the plane experienced engine trouble. The crew decided to divert to Sparrevohn. While attempting to land the plane encountered strong turbulence from surrounding mountains. Although full power was applied to the good engine the plane crashed into terrain. Loss of the right engine propeller control oil, which led to an overspeed of the right engine and propeller, and necessitated a shut-down of the right engine; and failure of the pilot to maintain adequate altitude/distance from terrain during visual approach for a precautionary landing at an alternate airport. Factors relating to the accident were: fluctuation of the left engine power, premature lowering of the airplane flaps, and an encounter with adverse weather conditions (including high winds, severe turbulence, and white-out conditions) during the approach.",61.09604365,-155.574605054334, United States
1/31/1997,,"Yola, Nigeria",Skypower Express Airways,,Jos - Yola,Embraer 110P1A Bandeirante,5N-AXS,110458,16,13,3,5,2,3,0,After being in a holding pattern for over an hour the plane hit trees and a  power line and crashed 700m short of the runway. Failure to maintain the aircraft above the Minimum Descent Altitude while the aircraft was not positioned in the final landing phase.,11.703747,7.960147, Nigeria
2/1/1997,14:38,"Tambacoumba, Senegal",Air Senegal,,Tambacounda - Dakar,Hawker Siddeley HS-748-353 Srs.2a,6AV-AEO,1769,52,49,3,25,22,3,0,The aircraft crashed shortly after taking off fromTambacoumba after losing power in the left engine. Fuel contamination.,,,
2/2/1997,17:30,"Near Quiangala, Angola",Force Area Populaire de Angola,,Luanda - Cafunfo,CASA 212 Aviocar 200,T-400,325,37,33,4,37,33,4,0,The plane took off from Luanda bound for Cafunfo in northeastern Angola when it disappeared en route.  Witnesses later stated the plane appeared to be in trouble and flying at a low altitude before it crashed.,-8.667077,15.134663, Angola
2/4/1997,19:00,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,,,Sikorsky CH53D / Sikorsky CH53D,357 / 903,,73,NULL,NULL,73,NULL,NULL,0,The two military helicopters crashed into each other while taking off in darkness killing all aboard.,33.0324686,35.3901368, Israel
2/14/1997,12:34,"Carajas, Brazil",Varig,265,Maraba - Carajas,Boeing B-737-2C3,PP-CJO,21013/393,52,46,6,1,0,1,0,The aircraft touched down hard. The right main landing gear collapsed causing the plane to veer to the right and end up in a wooded area. The first officer was killed.,-4.5658733,-50.2776717, Brazil
2/19/1997,3:06,"Guatemala City, Guatemala",Transpolar,,"Lima, Peru - Guatemala City, Guatemala",IAI 1124 Westwind,YV-160CP,211,5,4,1,5,4,1,0,Flew into a mountain while on approach.,14.6222328,-90.5185188, Guatemala
3/12/1997,,"Lucapa, Angola",ALADA,,Luanda - Lucapa,Antonov AN-12B,D2-FVG,6344506,16,12,4,16,12,4,0,Crashed short of the runway in dense fog while attempting to land a second time at Lucapa.,-8.4195244,20.7410918, Angola
3/13/1997,18:06,"Near Mashhad, Iran",Military - Iranian Air Force,,Dezful - Mashhad,Lockheed C-130HF,,,88,80,8,88,80,8,0,The plane was carrying military personnel and their families and crashed 24 miles NE of Mashhad in the Binalud Heights. The pilot reported engine failure prior the crash.,36.2974945,59.6059232, Iran
3/18/1997,10:04,"Cherkessk, Russia",Stavropol Airlines,1023,Stavropol - Trabzon,Antonov AN-24RV,RA-46516,37308502,50,44,6,50,44,6,0,"The aircraft lost altitude from FL 197 and crashed into a forest while en route from Stavropol, Russia to Trabzon, Turkey. Reports indicated that an in-flight  fire and an explosion led to the separation of the tail section prior to the crash. Superficial mechanical inspection of the aircraft which was carried out without the use of monitoring instruments and subsequent unjustified decision to extend the time between overhauls.  Inadequate monitoring to determine the state of structural elements and detect the presence of corrosion in hard-to-reach areas under the floor of the fuselage. Failure to carry out prescribed anti-corrosion measures on the aircraft structure during overhaul.",44.2285229,42.048257, Russia
4/1/1997,,"Tegucigalpa, Honduras",Military - U.S. Air Force,,Howard AFB - Tegucigalpa,Lockheed C-130H Hercules,88-4408,5161,10,NULL,NULL,3,NULL,NULL,0,"While landing the aircraft overran the runway, hit a concrete drainage ditch, when through a fence and came to rest on a highway where it caught fire.",14.0931919,-87.2012631, Honduras
4/4/1997,0:16,"Griffin, Georgia",Custom Air Service,,Griffin - Americus,Aviation Traders ATL-98 Carvair,N83FA,10365,2,0,2,2,0,2,0,"On a positioning flight, while taking off the plane suffered engine failure, overran the runway and crashed into a vacant building.",33.2467807,-84.2640904, United States
4/10/1997,20:30,"Near Wainwright, Alaska",Hageland Aviation Services,502,Barrow - Wainwright,Cessna 208B Caravan I,N408GV,208B-0455,5,4,1,5,4,1,0,After making two approaches the pilot decided to head back to the departure airport. He flew north at an altitude beneath minimum radar coverage. The plane impacted the frozen Arctic Ocean in a right bank and at a 60 degree nose-down attitude. The pilot's intentional VFR flight into instrument meteorological conditions and his failure to maintain altitude and clearance from terrain. A contributing factor was the weather conditions.,70.6369444,-160.0383333, United States
4/14/1997,,"Brazzaville, Democratic Republic Congo",TAAG Angola Airlines,,Brazzaville - Luanda,Fokker F-27 Friendship 600,D2-TFP,10424,7,4,3,3,0,3,0,The cargo plane became airborne but soon lost altitude and crashed to the ground and burst into flames.,-4.27250705,15.2830399058643, Congo-Brazzaville
4/15/1997,,"Gyandzha, Azerbaijan",Azerbaijan Airlines,,Training,Yakovlev 40,4K-87504,9510640,6,0,6,6,0,6,0,"A stray bullet from training soldiers struck the landing plane, hitting an oxygen cylinder. A fire broke out and control of the plane was lost and it crashed.",,,
4/16/1997,,"Near Sorei, Niger",Military - Niger Air Force,,Lome - Niamey,Lockheed C-130H Hercules,5U-MBD,4829,14,NULL,NULL,14,NULL,NULL,0,Crashed after an engine fire.,,,
4/19/1997,7:39,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,106,Jakarta - Tanjung Pandan,British Aerospace ATP,PK-MTX,2048,53,48,5,15,11,4,0,"During the final stage of a visual approach, one of the aircraft's engines failed. The crew failed to correctly identify the problem and because of the flight regime, the propeller did not autofeather. The approach was continued, however, as the aircraft descended through about 2,000ft., power was applied at the start of a go-around. Control was lost and the aircraft crashed.",-2.7422808,107.6544753, Indonesia
4/23/1997,18:00,"Near Konduz, Afghanistan",Military - Afghan Republican Air Force,,,Antonov AN-26,,,36,NULL,NULL,36,NULL,NULL,0,The transport crashed into a mountain.,36.7175566,68.8672916, Afghanistan
5/8/1997,21:28,"Huangtian, China",China Southern Airlines,3456,Chongqing - Shenzen,Boeing B-737-31B,B-2925,27288/2577,74,65,9,35,33,2,0,"The aircraft touched down hard, causing the nosegear to collapse. The pilot chose to to go-around. The aircraft climbed away but shortly after, the pilot declared an emergency and attempted to land on the runway in the opposite direction. The aircraft crashed on the runway, broke up and caught fire.The accident happened in poor weather with heavy rain associated with local thunderstorm activity.",27.765556,118.933056, China
6/6/1997,7:35,"Near Irumu, Congo",Bazair,,Bunia - Kisangani,Vickers Viscount 781D,9Q-CWL,280,27,20,7,27,20,7,0,Crashed shortly after taking off. Fire in the cabin.,1.5746183,30.2139867, Democratic Republic of the Congo
6/10/1997,,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,,Ulan Bator - Mandalgobi,Harbin Yunshuji Y-12 II,JU-1020,6,12,10,2,7,7,0,0,The aircraft crashed while attemping to land. Windshear. Lack of windshear equipment at the airport.,45.7630435,106.2704145, Mongolia
7/3/1997,3:49,"Madh Island, India",Elbee Airlines,,Mumbai - Banglaor,Fokker F-27 Friendship 200,VT-SSA,10670,2,0,2,2,0,2,0,Shortly after taking off the cargo plane crashed into the ocean. The pilot lost control when he encountered severe weather conditions soon after taking off.,19.3018921,73.8255919, India
7/6/1997,,"Near Saravena, Colombia",Military - Colombian Army,,,Mil Mi-17 (helicopter),,,29,25,4,25,21,4,0,Shot down by rebels.,6.9564056,-71.8754435, Colombia
7/9/1997,9:30,"Suzano, Brazil",TAM (Brazil),283,Sao Jose dos Campos - Congonhas,Fokker 100,PT-WHK,11440,60,55,5,1,1,0,0,An explosion caused explosive decompression and a six-foot hole in the side of the fuselage. One passenger was sucked out and killed.  A small bomb containing only 7 ounces of explosives was placed under a passenger seat.  It is reported that the police believed the bomb was planted as part of a failed suicide attempt by one of the passengers.,-23.5427842,-46.3108391, Brazil
7/11/1997,21:55,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,787,Santiago de Cuba - Havana,Antonov AN-24,CU-T1262,27307610,44,39,5,44,39,5,0,The plane crashed into the ocean 4 miles off the coast shortly after takeoff. Possible failure of the left engine during takeoff.,20.0223513,-75.8217639, Cuba
7/17/1997,11:56,"Bandung, Indonesia",Sempati Air,304,Bangdung - Jakarta,Fokker F-27 Friendship 600,PK-YPM,10415,50,45,5,30,25,5,0,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field.",-6.9344694,107.6049539, Indonesia
7/18/1997,10:32,"Goroka,  New Guinea",Goroka Air Services,,Chimbu - Goroka,de Havilland Canada DHC-6 Twin Otter 300,P2-MMU,250,4,3,1,2,1,1,0,Crashed into Mt. Yasirua in poor weather. Navigational error. No published instrument flying procedures. No GPS used for primary navigation.,,,
7/29/1997,,"Calabar , Nigeria",ADC Airlines,,Lagos - Calabar,BAC One-Eleven 203AE,5N-BAA,41,55,49,6,1,0,1,0,Overshot the runway in heavy rain and came to rest in brush.,4.9795999,8.3373597, Nigeria
7/30/1997,10:30,"Florence, Italy",Air Littoral,701,Nice - Florence,Aerospatiale ATR-42-512,F-GPYE,492,17,14,3,1,0,1,0,"The aircraft touched down at excessive speed, far down the runway threshold, bounced twice and overran the runway.",43.7698712,11.2555757, Italy
